Account,Date,DOW,Sales
ACCT_4,2017/6/12,Mon,1001
ACCT_4,2017/6/13,Tue,925
ACCT_4,2017/6/14,Wed,906
ACCT_4,2017/6/15,Thu,933
ACCT_4,2017/6/16,Fri,781
ACCT_4,2017/6/17,Sat,758
ACCT_4,2017/6/18,Sun,891
ACCT_4,2017/6/19,Mon,1024
ACCT_4,2017/6/20,Tue,974
ACCT_4,2017/6/21,Wed,1030
ACCT_4,2017/6/22,Thu,1008
ACCT_4,2017/6/23,Fri,855
ACCT_4,2017/6/24,Sat,663
ACCT_4,2017/6/25,Sun,785
ACCT_4,2017/6/26,Mon,1021
ACCT_5,2017/1/1,Sun,638
ACCT_5,2017/1/2,Mon,525
ACCT_5,2017/1/3,Tue,508
ACCT_5,2017/1/4,Wed,548
ACCT_5,2017/1/5,Thu,607
ACCT_5,2017/1/6,Fri,804
ACCT_5,2017/1/7,Sat,862
ACCT_5,2017/1/8,Sun,705
ACCT_5,2017/1/9,Mon,708
ACCT_5,2017/1/10,Tue,763
ACCT_5,2017/1/11,Wed,774
ACCT_5,2017/1/12,Thu,776
ACCT_5,2017/1/13,Fri,830
ACCT_5,2017/1/14,Sat,888
ACCT_5,2017/1/15,Sun,769
ACCT_5,2017/1/16,Mon,710
ACCT_5,2017/1/17,Tue,767
ACCT_5,2017/1/18,Wed,787
ACCT_5,2017/1/19,Thu,860
ACCT_5,2017/1/20,Fri,857
ACCT_5,2017/1/21,Sat,850
ACCT_5,2017/1/22,Sun,730
ACCT_5,2017/1/23,Mon,661
ACCT_5,2017/1/24,Tue,676
ACCT_5,2017/1/25,Wed,648
ACCT_5,2017/1/26,Thu,628
ACCT_5,2017/1/27,Fri,825
ACCT_5,2017/1/28,Sat,962
ACCT_5,2017/1/29,Sun,967
ACCT_5,2017/1/30,Mon,922
ACCT_5,2017/1/31,Tue,832
ACCT_5,2017/2/1,Wed,854
ACCT_5,2017/2/2,Thu,703
ACCT_5,2017/2/3,Fri,867
ACCT_5,2017/2/4,Sat,733
ACCT_5,2017/2/5,Sun,659
ACCT_5,2017/2/6,Mon,676
ACCT_5,2017/2/7,Tue,743
ACCT_5,2017/2/8,Wed,755
ACCT_5,2017/2/9,Thu,790
ACCT_5,2017/2/10,Fri,829
ACCT_5,2017/2/11,Sat,812
ACCT_5,2017/2/12,Sun,716
ACCT_5,2017/2/13,Mon,704
ACCT_5,2017/2/14,Tue,740
ACCT_5,2017/2/15,Wed,664
ACCT_5,2017/2/16,Thu,754
ACCT_5,2017/2/17,Fri,821
ACCT_5,2017/2/18,Sat,830
ACCT_5,2017/2/19,Sun,661
ACCT_5,2017/2/20,Mon,667
ACCT_5,2017/2/21,Tue,711
ACCT_5,2017/2/22,Wed,808
ACCT_5,2017/2/23,Thu,909
ACCT_5,2017/2/24,Fri,988
ACCT_5,2017/2/25,Sat,1050
ACCT_5,2017/2/26,Sun,895
ACCT_5,2017/2/27,Mon,790
ACCT_5,2017/2/28,Tue,881
ACCT_5,2017/3/1,Wed,902
ACCT_5,2017/3/2,Thu,1019
ACCT_5,2017/3/3,Fri,1139
ACCT_5,2017/3/4,Sat,1142
ACCT_5,2017/3/5,Sun,939
ACCT_5,2017/3/6,Mon,944
ACCT_5,2017/3/7,Tue,990
ACCT_5,2017/3/8,Wed,1065
ACCT_5,2017/3/9,Thu,997
ACCT_5,2017/3/10,Fri,1070
ACCT_5,2017/3/11,Sat,1116
ACCT_5,2017/3/12,Sun,1046
ACCT_5,2017/3/13,Mon,1018
ACCT_5,2017/3/14,Tue,1075
ACCT_5,2017/3/15,Wed,975
ACCT_5,2017/3/16,Thu,1130
ACCT_5,2017/3/17,Fri,1185
ACCT_5,2017/3/18,Sat,1308
ACCT_5,2017/3/19,Sun,1163
ACCT_5,2017/3/20,Mon,1235
ACCT_5,2017/3/21,Tue,1197
ACCT_5,2017/3/22,Wed,1298
ACCT_5,2017/3/23,Thu,1335
ACCT_5,2017/3/24,Fri,1370
ACCT_5,2017/3/25,Sat,1170
ACCT_5,2017/3/26,Sun,957
ACCT_5,2017/3/27,Mon,927
ACCT_5,2017/3/28,Tue,991
ACCT_5,2017/3/29,Wed,1028
ACCT_5,2017/3/30,Thu,1160
ACCT_5,2017/3/31,Fri,1139
ACCT_5,2017/4/1,Sat,1252
ACCT_5,2017/4/2,Sun,1003
ACCT_5,2017/4/3,Mon,1024
ACCT_5,2017/4/4,Tue,1083
ACCT_5,2017/4/5,Wed,1110
ACCT_5,2017/4/6,Thu,1125
ACCT_5,2017/4/7,Fri,1292
ACCT_5,2017/4/8,Sat,1319
ACCT_5,2017/4/9,Sun,1028
ACCT_5,2017/4/10,Mon,1061
ACCT_5,2017/4/11,Tue,1171
ACCT_5,2017/4/12,Wed,1065
ACCT_5,2017/4/13,Thu,1133
ACCT_5,2017/4/14,Fri,1209
ACCT_5,2017/4/15,Sat,1226
ACCT_5,2017/4/16,Sun,1008
ACCT_5,2017/4/17,Mon,1117
ACCT_5,2017/4/18,Tue,1107
ACCT_5,2017/4/19,Wed,1108
ACCT_5,2017/4/20,Thu,1071
ACCT_5,2017/4/21,Fri,1187
ACCT_5,2017/4/22,Sat,1350
ACCT_5,2017/4/23,Sun,1269
ACCT_5,2017/4/24,Mon,1036
ACCT_5,2017/4/25,Tue,1040
ACCT_5,2017/4/26,Wed,1021
ACCT_5,2017/4/27,Thu,1225
ACCT_5,2017/4/28,Fri,1208
ACCT_5,2017/4/29,Sat,1333
ACCT_5,2017/4/30,Sun,1201
ACCT_5,2017/5/1,Mon,1042
ACCT_5,2017/5/2,Tue,944
ACCT_5,2017/5/3,Wed,1075
ACCT_5,2017/5/4,Thu,1033
ACCT_5,2017/5/5,Fri,1153
ACCT_5,2017/5/6,Sat,1119
ACCT_5,2017/5/7,Sun,952
ACCT_5,2017/5/8,Mon,965
ACCT_5,2017/5/9,Tue,1027
ACCT_5,2017/5/10,Wed,1033
ACCT_5,2017/5/11,Thu,997
ACCT_5,2017/5/12,Fri,990
ACCT_5,2017/5/13,Sat,1006
ACCT_5,2017/5/14,Sun,843
ACCT_5,2017/5/15,Mon,962
ACCT_5,2017/5/16,Tue,970
ACCT_5,2017/5/17,Wed,983
ACCT_5,2017/5/18,Thu,923
ACCT_5,2017/5/19,Fri,1096
ACCT_5,2017/5/20,Sat,1128
ACCT_5,2017/5/21,Sun,909
ACCT_5,2017/5/22,Mon,859
ACCT_5,2017/5/23,Tue,955
ACCT_5,2017/5/24,Wed,904
ACCT_5,2017/5/25,Thu,955
ACCT_5,2017/5/26,Fri,882
ACCT_5,2017/5/27,Sat,914
ACCT_5,2017/5/28,Sun,847
ACCT_5,2017/5/29,Mon,862
ACCT_5,2017/5/30,Tue,976
ACCT_5,2017/5/31,Wed,1022
ACCT_5,2017/6/1,Thu,999
ACCT_5,2017/6/2,Fri,986
ACCT_5,2017/6/3,Sat,1096
ACCT_5,2017/6/4,Sun,1033
ACCT_5,2017/6/5,Mon,957
ACCT_5,2017/6/6,Tue,958
ACCT_5,2017/6/7,Wed,995
ACCT_5,2017/6/8,Thu,972
ACCT_5,2017/6/9,Fri,1050
ACCT_5,2017/6/10,Sat,1127
ACCT_5,2017/6/11,Sun,1010
ACCT_5,2017/6/12,Mon,826
ACCT_5,2017/6/13,Tue,829
ACCT_5,2017/6/14,Wed,901
ACCT_5,2017/6/15,Thu,914
ACCT_5,2017/6/16,Fri,932
ACCT_5,2017/6/17,Sat,926
ACCT_5,2017/6/18,Sun,901
ACCT_5,2017/6/19,Mon,830
ACCT_5,2017/6/20,Tue,919
ACCT_5,2017/6/21,Wed,848
ACCT_5,2017/6/22,Thu,965
ACCT_5,2017/6/23,Fri,886
ACCT_5,2017/6/24,Sat,996
ACCT_5,2017/6/25,Sun,1085
ACCT_5,2017/6/26,Mon,1233
